errors,time-step
0.18514740216543396,0
0.18175157559322125,1
0.17820906744563017,2
0.1745411730254099,3
0.17077684972402662,4
0.16695281415761018,5
0.16311289996970363,6
0.15930652401745776,7
0.15558623750011297,8
0.15200452480627152,9
0.14861021411430425,10
0.1454450138059779,11
0.1425407224838045,12
0.13991754788855257,13
0.13758373839814114,14
0.13553645639193448,15
0.13376359537609803,16
0.1322461240775384,17
0.13096054237462254,18
0.12988112429259419,19
0.12898175209259027,20
0.12823726837787658,21
0.1276243644664888,22
0.12712207633371347,23
0.12671197988585658,24
0.1263781757541721,25
0.12610714046642055,26
0.1258875033828406,27
0.12570979178349811,28
0.12556617217301913,29
0.12545020487372183,30
0.12535662111200435,31
0.12528112651285184,32
0.12522023157762846,33
0.1251711077684357,34
0.12513146680788584,35
0.12509946039105094,36
0.1250735974602106,37
0.12505267635326756,38
0.12503572939991592,39
0.12502197784163432,40
0.12501079525454067,41
0.12500167793747108,42
0.12499422098150892,43
0.12498809895830926,44
0.1249830503533772,45
0.1249788650293979,46
0.1249753741370814,47
0.12497244200033969,48
0.12496995959239354,49
0.12496783929277028,50
0.12496601067486883,51
0.12496441712224036,52
0.1249630131109787,53
0.12496176202733748,54
0.12496063441529198,55
0.12495960656939972,56
0.12495865940493502,57
0.12495777755064605,58
0.12495694862024025,59
0.12495616262735007,60
0.12495541151567921,61
0.12495468878161008,62
0.12495398917103673,63
0.12495330843578445,64
0.12495264313786829,65
0.12495199049216077,66
0.12495134823990027,67
0.12495071454696692,68
0.12495008792204959,69
0.12494946715079164,70
0.12494885124277391,71
0.12494823938881314,72
0.12494763092655212,73
0.12494702531271558,74
0.12494642210072646,75
0.12494582092263508,76
0.12494522147451845,77
0.1249446235046737,78
0.1249440268040617,79
0.12494343119856441,80
0.12494283654270436,81
0.1249422427145441,82
0.12494164961153782,83
0.12494105714715298,84
0.12494046524811446,85
0.12493987385215209,86
0.12493928290615716,87
0.12493869236466948,88
0.12493810218863388,89
0.12493751234437558,90
0.12493692280275348,91
0.12493633353845945,92
0.12493574452943582,93
0.12493515575639082,94
0.12493456720239379,95
0.12493397885253565,96
0.1249333906936442,97
0.12493280271404361,98
0.1249322149033514,99
0.12493162725230578,100
0.12493103975261918,101
0.12493045239685271,102
0.12492986517830897,103
0.12492927809093962,104
0.12492869112926608,105
0.12492810428831062,106
0.12492751756353698,107
0.12492693095079843,108
0.12492634444629261,109
0.12492575804652228,110
0.12492517174826069,111
0.12492458554852129,112
0.12492399944453109,113
0.12492341343370725,114
0.12492282751363637,115
0.12492224168205612,116
0.12492165593683914,117
0.1249210702759786,118
0.1249204846975755,119
0.12491989919982736,120
0.1249193137810182,121
0.12491872843950938,122
0.1249181431737318,123
0.12491755798217881,124
0.1249169728633997,125
0.12491638781599411,126
0.12491580283860693,127
0.12491521792992388,128
0.12491463308866729,129
0.12491404831359264,130
0.12491346360348513,131
0.12491287895715705,132
0.12491229437344487,133
0.12491170985120711,134
0.1249111253893222,135
0.12491054098668665,136
0.12490995664221331,137
0.12490937235482995,138
0.12490878812347775,139
0.12490820394711033,140
0.12490761982469242,141
0.12490703575519915,142
0.12490645173761497,143
0.12490586777093289,144
0.12490528385415392,145
0.12490469998628628,146
0.12490411616634499,147
0.12490353239335117,148
0.12490294866633175,149
0.12490236498431903,150
0.1249017813463503,151
0.12490119775146744,152
0.1249006141987167,153
0.12490003068714846,154
0.12489944721581692,155
0.12489886378377998,156
0.12489828039009895,157
0.12489769703383836,158
0.124897113714066,159
0.12489653042985252,160
0.1248959471802715,161
0.12489536396439928,162
0.12489478078131477,163
0.12489419763009953,164
0.12489361450983752,165
0.12489303141961514,166
0.12489244835852115,167
0.1248918653256466,168
0.12489128232008467,169
0.12489069934093086,170
0.12489011638728269,171
0.12488953345823982,172
0.12488895055290403,173
0.12488836767037895,174
0.12488778480977047,175
0.1248872019701863,176
0.12488661915073612,177
0.12488603635053157,178
0.12488545356868617,179
0.12488487080431544,180
0.12488428805653667,181
0.12488370532446909,182
0.12488312260723373,183
0.12488253990395355,184
0.12488195721375325,185
0.12488137453575945,186
0.1248807918691005,187
0.12488020921290674,188
0.12487962656631005,189
0.12487904392844434,190
0.12487846129844515,191
0.12487787867545,192
0.1248772960585979,193
0.12487671344703,194
0.1248761308398889,195
0.12487554823631916,196
0.12487496563546709,197
0.12487438303648074,198
0.12487380043850989,199
0.12487321784070612,200
0.12487263524222275,201
0.12487205264221486,202
0.12487147003983931,203
0.12487088743425467,204
0.12487030482462128,205
0.12486972221010123,206
0.12486913958985832,207
0.12486855696305812,208
0.12486797432886801,209
0.12486739168645697,210
0.12486680903499589,211
0.12486622637365719,212
0.12486564370161524,213
0.12486506101804597,214
0.1248644783221272,215
0.12486389561303832,216
0.12486331288996066,217
0.12486273015207705,218
0.12486214739857225,219
0.1248615646286326,220
0.12486098184144626,221
0.12486039903620312,222
0.12485981621209474,223
0.12485923336831442,224
0.12485865050405721,225
0.12485806761851996,226
0.12485748471090105,227
0.12485690178040079,228
0.12485631882622097,229
0.12485573584756549,230
0.12485515284363954,231
0.12485456981365026,232
0.12485398675680656,233
0.12485340367231884,234
0.12485282055939949,235
0.12485223741726245,236
0.12485165424512337,237
0.12485107104219975,238
0.12485048780771069,239
0.124849904540877,240
0.12484932124092127,241
0.12484873790706778,242
0.1248481545385425,243
0.12484757113457319,244
0.12484698769438916,245
0.12484640421722165,246
0.12484582070230346,247
0.12484523714886912,248
0.12484465355615493,249
0.1248440699233988,250
0.12484348624984046,251
0.1248429025347213,252
0.1248423187772844,253
0.12484173497677462,254
0.12484115113243839,255
0.12484056724352396,256
0.1248399833092813,257
0.124839399328962,258
0.1248388153018194,259
0.12483823122710855,260
0.12483764710408624,261
0.1248370629320108,262
0.12483647871014256,263
0.12483589443774325,264
0.12483531011407648,265
0.12483472573840752,266
0.12483414131000331,267
0.12483355682813252,268
0.12483297229206554,269
0.12483238770107441,270
0.12483180305443295,271
0.12483121835141658,272
0.12483063359130248,273
0.12483004877336952,274
0.12482946389689828,275
0.12482887896117101,276
0.12482829396547165,277
0.12482770890908593,278
0.12482712379130113,279
0.12482653861140634,280
0.12482595336869232,281
0.12482536806245145,282
0.12482478269197796,283
0.12482419725656763,284
0.12482361175551804,285
0.12482302618812835,286
0.12482244055369951,287
0.12482185485153416,288
0.12482126908093655,289
0.12482068324121276,290
0.12482009733167039,291
0.12481951135161892,292
0.1248189253003694,293
0.12481833917723453,294
0.12481775298152889,295
0.12481716671256854,296
0.12481658036967133,297
0.1248159939521569,298
0.12481540745934636,299
0.12481482089056263,300
0.12481423424513037,301
0.1248136475223759,302
0.1248130607216271,303
0.12481247384221376,304
0.12481188688346717,305
0.12481129984472042,306
0.12481071272530822,307
0.12481012552456704,308
0.12480953824183498,309
0.1248089508764518,310
0.12480836342775904,311
0.12480777589509989,312
0.12480718827781917,313
0.12480660057526344,314
0.12480601278678097,315
0.12480542491172165,316
0.12480483694943714,317
0.12480424889928066,318
0.12480366076060724,319
0.12480307253277356,320
0.12480248421513795,321
0.12480189580706047,322
0.1248013073079028,323
0.12480071871702837,324
0.12480013003380228,325
0.1247995412575913,326
0.12479895238776385,327
0.12479836342369012,328
0.1247977743647419,329
0.12479718521029276,330
0.1247965959597178,331
0.12479600661239398,332
0.12479541716769985,333
0.12479482762501556,334
0.12479423798372308,335
0.1247936482432061,336
0.12479305840284977,337
0.12479246846204115,338
0.12479187842016883,339
0.1247912882766232,340
0.12479069803079626,341
0.12479010768208164,342
0.1247895172298748,343
0.12478892667357275,344
0.12478833601257422,345
0.12478774524627964,346
0.12478715437409116,347
0.12478656339541244,348
0.12478597230964902,349
0.12478538111620802,350
0.12478478981449825,351
0.12478419840393021,352
0.12478360688391607,353
0.12478301525386974,354
0.12478242351320668,355
0.12478183166134413,356
0.12478123969770098,357
0.12478064762169784,358
0.12478005543275691,359
0.12477946313030211,360
0.12477887071375908,361
0.12477827818255507,362
0.12477768553611915,363
0.1247770927738818,364
0.12477649989527542,365
0.12477590689973406,366
0.12477531378669335,367
0.12477472055559058,368
0.12477412720586487,369
0.12477353373695686,370
0.124772940148309,371
0.12477234643936527,372
0.12477175260957149,373
0.12477115865837504,374
0.124770564585225,375
0.1247699703895721,376
0.12476937607086887,377
0.12476878162856936,378
0.12476818706212944,379
0.12476759237100649,380
0.12476699755465975,381
0.12476640261254998,382
0.12476580754413971,383
0.1247652123488931,384
0.124764617026276,385
0.12476402157575596,386
0.12476342599680215,387
0.12476283028888546,388
0.12476223445147844,389
0.12476163848405536,390
0.12476104238609206,391
0.12476044615706612,392
0.12475984979645684,393
0.12475925330374513,394
0.12475865667841354,395
0.12475805991994643,396
0.12475746302782964,397
0.12475686600155089,398
0.12475626884059944,399
0.12475567154446623,400
0.12475507411264394,401
0.1247544765446269,402
0.1247538788399111,403
0.12475328099799413,404
0.12475268301837543,405
0.12475208490055592,406
0.12475148664403837,407
0.12475088824832709,408
